ExternalId	Name	TypeOne	TypeTwo	X	Y	Geometry	Poly15
2230	Bulli Kebab	restaurant	restaurant	21.2582517	48.728775	POINT (21.258251676813046 48.72877504700064)	POLYGON ((21.246636426610063 48.72447608962444, 21.246617023902427 48.72448724590787, 21.246603323907678 48.72449574588077, 21.246580421794878 48.72451140248813, 21.246559917793196 48.724528452251484, 21.246546217759985 48.72454105221928, 21.2465268658181
2231	Rijeka	restaurant	restaurant	21.2583648	48.7285723	POINT (21.25836477681341 48.72857234700036)	POLYGON ((21.246636426610063 48.72447608962444, 21.246617023902427 48.72448724590787, 21.246603323907678 48.72449574588077, 21.246580421794878 48.72451140248813, 21.246559917793196 48.724528452251484, 21.246546217759985 48.72454105221928, 21.2465268658181
2232	?ervená kalina	restaurant	restaurant	21.2571959	48.7202561	POINT (21.257195876812528 48.72025614698758)	POLYGON ((21.244663527789953 48.71769425968451, 21.24492044540776 48.717770574720205, 21.245053561647524 48.717822198549506, 21.245080449668308 48.717832676982674, 21.245085254617646 48.71783451469449, 21.245482555660217 48.71798361526238, 21.245518068869
2233	Republika Východu	restaurant	restaurant	21.2588726	48.7202079	POINT (21.25887257681716 48.720207946987955)	POLYGON ((21.246388339000195 48.716599182382105, 21.246380851399746 48.71660709147537, 21.246373183796724 48.71661492469038, 21.24637200344286 48.71661643749855, 21.246370637524414 48.71661788030649, 21.246364357507144 48.71662623695909, 21.24635788711491
2234	Aston Canteen	restaurant	restaurant	21.2455918	48.7063936	POINT (21.245591776784412 48.706393646963555)	POLYGON ((21.234081709889292 48.7047028987943, 21.234065571140395 48.70470223644889, 21.234049435399854 48.704701542746584, 21.234048936517514 48.7047015537501, 21.234048438315096 48.704701533303414, 21.234032279192583 48.70470192114886, 21.23401611841922
2235	Jazz Restaurant	restaurant	restaurant	21.2588066	48.7236686	POINT (21.25880657681601 48.723668646993076)	POLYGON ((21.245531698005088 48.71934027520415, 21.245501826248674 48.71935008005339, 21.24547355074199 48.71936177505436, 21.245447143791765 48.719375247578945, 21.245431911739736 48.719384731704, 21.245431882012923 48.71938473051093, 21.24541623387371 4
2236	Pizza Forte	restaurant	restaurant	21.2340912	48.6978561	POINT (21.234091176755097 48.697856146947565)	POLYGON ((21.222970823923003 48.695697374974294, 21.22295034814532 48.695687300085744, 21.22291674821714 48.69567280013888, 21.222877806560806 48.69565831609714, 21.222832006702152 48.69564381615433, 21.22282242755831 48.695641157451256, 21.22281300357512
2237	Napoleon	restaurant	restaurant	21.2700725	48.6553479	POINT (21.270072476866243 48.65534794689383)	POLYGON ((21.264130822805164 48.653628988075276, 21.26408755192625 48.65382712700157, 21.26391972321834 48.65446131864863, 21.263919291690843 48.654463603536456, 21.26391859375139 48.65446585933512, 21.26391848054621 48.65446657782497, 21.263918268452947 
2238	Bistro Taba?ka	restaurant	restaurant	21.2555026	48.7290612	POINT (21.255502576805377 48.72906124700028)	POLYGON ((21.244754150969424 48.725959799072946, 21.24472340609175 48.72595125093613, 21.24469154283922 48.72594473768795, 21.244658868068868 48.7259403220538, 21.244625696452662 48.72593804655811, 21.244592347447238 48.72593793311484, 21.244559142217494 
2239	Rubikon	restaurant	restaurant	21.2437439	48.7066654	POINT (21.24374387677924 48.70666544696352)	POLYGON ((21.233146788730473 48.70304249124657, 21.233147550763505 48.70304507835763, 21.233148018796644 48.70304769591028, 21.233150738789764 48.7030559017411, 21.233153167577974 48.703064147500086, 21.233154309054108 48.70306667271469, 21.23315516245387
2240	Ravenna	restaurant	restaurant	21.256591	48.7216929	POINT (21.256590976810458 48.72169294698956)	POLYGON ((21.245953472125173 48.71766341177094, 21.245948307962607 48.717664681842514, 21.245943028830823 48.717665724612516, 21.245932688796458 48.71766852321061, 21.245922217129287 48.71767109860447, 21.245917265965 48.717672697498735, 21.24591216671548
2241	Taj Mahal	restaurant	restaurant	21.2599363	48.7182349	POINT (21.259936276820643 48.71823494698529)	POLYGON ((21.248902679953833 48.71348944172011, 21.248878028471804 48.7134745860624, 21.24885129535222 48.713461400924274, 21.24882273804844 48.71345001328454, 21.248792631580912 48.713440532811134, 21.248761265888692 48.71343305080521, 21.248728943037257
2242	Cool Bowling	restaurant	restaurant	21.2592176	48.7172237	POINT (21.259217576818962 48.717223746983564)	POLYGON ((21.24767031057499 48.71261662912946, 21.24766335040607 48.7126224428228, 21.24766038954698 48.71262548744665, 21.24765713178051 48.71262839625009, 21.247651372700513 48.71263475938325, 21.247645307126323 48.71264099655266, 21.2476428114712 48.71
2243	U troch ruží	restaurant	restaurant	21.2576422	48.7160054	POINT (21.25764217681495 48.71600544698131)	POLYGON ((21.24661763360943 48.71136948020639, 21.246602178975913 48.71137094000207, 21.24658671087852 48.71137233594825, 21.246585678661155 48.71137249856705, 21.246584628243845 48.71137259778592, 21.246569464235325 48.71137505303827, 21.246554277370922 
2244	Gladiátor	restaurant	restaurant	21.2785068	48.6934248	POINT (21.27850677687884 48.693424846953306)	POLYGON ((21.277207492846422 48.68899520528246, 21.2771842747452 48.68897937765843, 21.277158825288474 48.68896513299756, 21.277131389567703 48.688952608482396, 21.27710223180237 48.68894192472945, 21.277071632795437 48.68893318462808, 21.277039887229144 
2245	Chaos	restaurant	restaurant	21.2858573	48.6959007	POINT (21.28585727689843 48.69590074695906)	POLYGON ((21.27986673863775 48.6899153797105, 21.279847980385146 48.68989655949416, 21.279826469191125 48.68987907789698, 21.279802421420378 48.68986311075085, 21.279776078950054 48.68984881865485, 21.279747706736963 48.68983634536028, 21.279717590152558 
2246	Na majeri - Bufet Kolienko, Furmanský dvor	restaurant	restaurant	21.2834234	48.6859346	POINT (21.283423376894504 48.685934646943466)	POLYGON ((21.280684845290654 48.67913375528587, 21.280653766247273 48.67912580248435, 21.280621659739968 48.679119905261366, 21.280588834968302 48.67911612040977, 21.28055560804879 48.67911448437925, 21.28052229897061 48.679115012925486, 21.28048922851415
2247	Restart Burger	restaurant	restaurant	21.2613328	48.7178266	POINT (21.261332776824627 48.717826646985095)	POLYGON ((21.249959099684663 48.71439252261034, 21.24994134747559 48.714373846073514, 21.24992091442509 48.714356410922825, 21.24989799731565 48.71434038506702, 21.249872816851784 48.71432592284236, 21.249845615534532 48.7143131635267, 21.249816655326043 
2248	Route pizza & pub	restaurant	restaurant	21.2405334	48.7288192	POINT (21.240533376764137 48.72881924699569)	POLYGON ((21.233077219538558 48.72116575437892, 21.233052622062875 48.7211806518633, 21.233030349906066 48.721197072850806, 21.233010617561646 48.72121485919974, 21.23299361506416 48.72123383961915, 21.23297950615898 48.72125383131842, 21.23297526990542 4
2249	Lindy Hop	restaurant	restaurant	21.2383905	48.71453	POINT (21.238390476762262 48.71453004697372)	POLYGON ((21.228117948061147 48.71003477987544, 21.228088855972292 48.71002400363973, 21.228058307962023 48.7100151664436, 21.22802659822148 48.71000835339301, 21.227994032129377 48.71000363010064, 21.227960923311098 48.710001042053705, 21.227927590618524
2250	Bellissimo pizza	restaurant	restaurant	21.2961704	48.6797929	POINT (21.29617037693137 48.67979294693777)	POLYGON ((21.286625107166305 48.67911069632646, 21.286751207102824 48.679200996595036, 21.286763619932763 48.679209431072536, 21.287214038978615 48.67949986368434, 21.28713811590192 48.6795146610603, 21.287106652708562 48.67952192175743, 21.28707641570176
2251	Bayerova sladovna	restaurant	restaurant	21.2471712	48.7154777	POINT (21.247171176786207 48.715477746977676)	POLYGON ((21.236217373553615 48.711325300706676, 21.236216986569335 48.71132538262665, 21.236216589520193 48.71132543967769, 21.23620111005875 48.71132874349342, 21.236185618711932 48.71133202282311, 21.236185245724045 48.711332129450916, 21.2361848590365
2252	Chefzone	restaurant	restaurant	21.2473601	48.7070358	POINT (21.247360076789114 48.707035846964985)	POLYGON ((21.236736772359087 48.70360822271214, 21.236714643104666 48.703591721797785, 21.236690176862396 48.703576736008394, 21.236663609255217 48.703563409663985, 21.236635196142554 48.70355187110316, 21.236605211156313 48.70354223144734, 21.23657394306
2253	Chef Turkish Kebab	restaurant	restaurant	21.2461349	48.7179903	POINT (21.246134876782644 48.71799034698112)	POLYGON ((21.23481249997179 48.713160983197234, 21.234788693909557 48.7131764307931, 21.23476729048185 48.71319334816432, 21.234748495816135 48.71321157238872, 21.234732490916855 48.713230927958385, 21.234719429922258 48.713251228469765, 21.23470943861979
2254	Pho Viet	restaurant	restaurant	21.2552993	48.7255481	POINT (21.255299276805797 48.725548146994925)	POLYGON ((21.244544089333964 48.721533049424224, 21.24454393513373 48.7215336866074, 21.244543692696936 48.721534311651965, 21.244541299300046 48.7215445783449, 21.2445388169664 48.72155483578837, 21.244538757900578 48.72155547990367, 21.24453860922483 48
2255	Pizza Bonasera	restaurant	restaurant	21.2676676	48.7215279	POINT (21.26766757684105 48.72152794699247)	POLYGON ((21.256777880344718 48.71650551466646, 21.256744879341348 48.71650866775704, 21.256712504290967 48.71651394610015, 21.25668106697928 48.716521298863114, 21.256650870161444 48.71653065523576, 21.25662220464662 48.71654192511217, 21.25659534649735 
2256	Olive Tree	restaurant	restaurant	21.2605221	48.717921	POINT (21.260522076822355 48.717921046984955)	POLYGON ((21.248596380620498 48.713427432649176, 21.24856401959765 48.713432743286994, 21.24853260098108 48.71344012740866, 21.248502427345944 48.71344951390197, 21.24847378927812 48.713460812370904, 21.248446962575837 48.713473914006244, 21.2484222055936
2257		restaurant	restaurant	21.2407779	48.7074449	POINT (21.24077787677084 48.707444946963804)	POLYGON ((21.229959910068988 48.705013782496295, 21.22994195226004 48.70503237140501, 21.229930891360876 48.705046758146175, 21.229907050266718 48.70503465398134, 21.22987873866974 48.70502300574059, 21.229848838417624 48.70501325029302, 21.22981763746355
2258	Rioba	restaurant	restaurant	21.2722044	48.7511408	POINT (21.272204376845266 48.75114084703796)	POLYGON ((21.26493618805925 48.7517115648717, 21.264895405453835 48.751688590529206, 21.264802091827754 48.75161689866025, 21.264720745122155 48.75148185171242, 21.26470689217406 48.75146177947169, 21.264690130670804 48.75144270175568, 21.264670622036896 
2259	Gruzi?ák	restaurant	restaurant	21.2544251	48.7264047	POINT (21.25442507680314 48.72640474699596)	POLYGON ((21.242167848564545 48.724951468361496, 21.242159696714495 48.724958253646335, 21.242157754359205 48.7249602435238, 21.242155586062303 48.72496212848168, 21.2421487119898 48.7249695071236, 21.24214160462528 48.72497678837385, 21.24213996642124 48
2260	Pizza Trieste	restaurant	restaurant	21.2673669	48.7550328	POINT (21.2673668768308 48.75503284704244)	POLYGON ((21.259053648832808 48.75255171249885, 21.25904854172289 48.752555350158104, 21.259047463061023 48.7525562882325, 21.259046264285875 48.75255716022768, 21.258758946820347 48.75278796156591, 21.2585845916454 48.752892639972586, 21.25839243317662 4
2261	Maiko Sushi	restaurant	restaurant	21.2605921	48.7173417	POINT (21.26059207682273 48.717341746984125)	POLYGON ((21.249350584552985 48.71293357022939, 21.24934832875208 48.71293379659568, 21.2493460520916 48.712933895776345, 21.249331851413114 48.71293545007092, 21.249317620495475 48.71293687811925, 21.24931540908452 48.71293724971653, 21.249313158076486 4
2262	Maxi pizza garden	restaurant	restaurant	21.2554358	48.7229565	POINT (21.255435776806916 48.72295654699114)	POLYGON ((21.2436139447867 48.71830360356881, 21.24359772933752 48.71832288281267, 21.243584447792497 48.71834312091579, 21.243574228063057 48.71836412297518, 21.243567168574245 48.71838568673035, 21.24356333731666 48.71840760451108, 21.243562771191574 48
2263	Big Bowl	restaurant	restaurant	21.2600599	48.7211343	POINT (21.260059876820183 48.72113434698964)	POLYGON ((21.2474498776097 48.71758030533155, 21.24741720095166 48.71758073466754, 21.24738473780209 48.717583239464986, 21.2473527885254 48.71758779654835, 21.247321648731585 48.71759436375332, 21.247291606541225 48.71760288031694, 21.24726293991971 48.7
2264	Halmi Place	restaurant	restaurant	21.2593562	48.7194419	POINT (21.259356176818716 48.719441946986905)	POLYGON ((21.247663925396324 48.715556254706655, 21.247661113328387 48.71555576892193, 21.247658369955747 48.715555134020235, 21.247644988216322 48.715552983307475, 21.24763166398806 48.71555068154396, 21.247628793506212 48.7155503804918, 21.2476259693014
2265		restaurant	restaurant	21.2408479	48.693493	POINT (21.240847876774957 48.6934930469429)	POLYGON ((21.23498713135451 48.69620412478791, 21.23498717726897 48.696226188799855, 21.234990489862145 48.696248143588136, 21.234997037236116 48.69626977771589, 21.235006756340017 48.69629088283408, 21.2350195535771 48.69631125568814, 21.23503530570596 4
2266	Chefparade	restaurant	restaurant	21.2471411	48.7070415	POINT (21.247141076788505 48.70704154696497)	POLYGON ((21.23626832687129 48.703396353076315, 21.236240692170394 48.70338401412188, 21.23621136332715 48.70337352743212, 21.236180622792 48.703364993998356, 21.236148766610135 48.70335849600122, 21.23611610157046 48.70335409601924, 21.236082942251272 48
2267	Iris	restaurant	restaurant	21.2579894	48.718834	POINT (21.257989376815118 48.71883404698569)	POLYGON ((21.247020303969958 48.71559971497822, 21.247009068618436 48.71560228190273, 21.24700471281767 48.715603605980334, 21.247000227776194 48.715604725288124, 21.246989570935735 48.715608208812284, 21.24697876989943 48.715611492111485, 21.246974631196
2268	Haluškáre?	restaurant	restaurant	21.2583617	48.7210628	POINT (21.258361676815504 48.721062846989106)	POLYGON ((21.245349007243032 48.71706043469373, 21.24531824598204 48.71705192091902, 21.24528637174032 48.71704544328495, 21.245253691480755 48.71704106417393, 21.245220519928154 48.71703882575858, 21.24518717653855 48.717038749595936, 21.245153982422757 
2269	Batao	restaurant	restaurant	21.2388905	48.7147203	POINT (21.23889047676358 48.71472034697415)	POLYGON ((21.227342256016602 48.71089500116666, 21.2273393734076 48.71089491984606, 21.227325604401404 48.710895426762136, 21.227311824378972 48.71089577896129, 21.22730896609787 48.71089603931124, 21.22730608532506 48.71089614536833, 21.22729245769746 48
2270		restaurant	restaurant	21.2463191	48.7183827	POINT (21.246319076783045 48.71838274698172)	POLYGON ((21.23553849621326 48.714583513772254, 21.23550890260763 48.71457334986447, 21.23547794604709 48.71456515440549, 21.235445924657164 48.71455900632115, 21.23541314681774 48.71455496482007, 21.235379928193364 48.714553068823626, 21.23534658869335 4
2271	3-ka	restaurant	restaurant	21.1752438	48.6300489	POINT (21.17524377661201 48.63004894682919)	POLYGON ((21.1683269657165 48.62559216327395, 21.168293805144877 48.62559405810778, 21.168261084408492 48.62559809850938, 21.168229118621976 48.62560424556807, 21.168198215629722 48.62561244008507, 21.168168673041393 48.62562260314358, 21.168140775365817 
2272	Fratelli	restaurant	restaurant	21.1769953	48.6301322	POINT (21.176995276616804 48.630132246829916)	POLYGON ((21.1683269657165 48.62559216327395, 21.168293805144877 48.62559405810778, 21.168261084408492 48.62559809850938, 21.168229118621976 48.62560424556807, 21.168198215629722 48.62561244008507, 21.168168673041393 48.62562260314358, 21.168140775365817 
2273	Kvetná	restaurant	restaurant	21.1713582	48.6368628	POINT (21.171358176599373 48.6368628468384)	POLYGON ((21.166060274377525 48.63064953308885, 21.165997774115507 48.630719532932865, 21.16597992052352 48.63074242927003, 21.165953952014206 48.63078100569103, 21.165898045451097 48.630811344578895, 21.16578524509251 48.63079721871168, 21.16575227294310
2274	Pizza Zvon	restaurant	restaurant	21.2598684	48.7190464	POINT (21.25986837682023 48.71904644698652)	POLYGON ((21.24974572878521 48.71476988422291, 21.249714385175945 48.714777408152386, 21.249684306924273 48.714786928860654, 21.249655783697566 48.71479835465924, 21.249629090188094 48.71481157551266, 21.24960448346776 48.71482646409821, 21.24958220051234
2275	Zore	restaurant	restaurant	21.2485321	48.7155646	POINT (21.24853207678994 48.71556464697809)	POLYGON ((21.23816477311871 48.71142157334989, 21.23816183795154 48.711432052885954, 21.238158850062813 48.71144252589497, 21.238158800043898 48.71144289923547, 21.238158696824506 48.71144326776323, 21.23815732790868 48.711453887231684, 21.238156280801242
2276	Little India	restaurant	restaurant	21.2588993	48.7229541	POINT (21.25889927681647 48.72295414699211)	POLYGON ((21.247839095816186 48.71805664955373, 21.24780666050159 48.718061766084155, 21.247775139271045 48.718068961657245, 21.24774483568789 48.718078166976504, 21.24771604158943 48.71808929339081, 21.247689034276473 48.71810223374782, 21.2476640738429 
2277	Street Coffee	restaurant	restaurant	21.2536468	48.7266911	POINT (21.25364677680093 48.72669114699618)	POLYGON ((21.241793789118045 48.724219016435136, 21.241760477614452 48.72422005285524, 21.24172748005438 48.72422324452586, 21.24169511421829 48.72422856070982, 21.241663691803097 48.72423595020992, 21.241633515420567 48.7242453418623, 21.241604875683027 
2278	Stella	restaurant	restaurant	21.2550279	48.7266619	POINT (21.255027876804746 48.726661946996586)	POLYGON ((21.244484518891653 48.7236379438864, 21.244453521039294 48.72364607995282, 21.244423877762213 48.72365618706761, 21.24439587453888 48.72366816789483, 21.244369781053926 48.723681907053866, 21.2443458486009 48.72369727223043, 21.244324307662296 4
2279	IC Restaurant	restaurant	restaurant	21.2707683	48.7213663	POINT (21.270768276849658 48.721366346993015)	POLYGON ((21.262920801623633 48.71617247523422, 21.26290739956697 48.71616693654835, 21.262906617843647 48.716166680200985, 21.262905875494564 48.716166376901086, 21.262891681759037 48.71616178226918, 21.262877523832312 48.71615713951303, 21.2628767079023
2280	Soup Culture	restaurant	restaurant	21.2538882	48.7267523	POINT (21.253888176801567 48.726752346996335)	POLYGON ((21.241578048404786 48.72426975143009, 21.24155329194595 48.72428453427069, 21.241530844724323 48.72430085137743, 21.24151092291932 48.724318545608966, 21.24149371839004 48.724337446561556, 21.241484218340773 48.72434914653734, 21.241477528392004
2281	Chefzone	restaurant	restaurant	21.2686449	48.7431566	POINT (21.268644876837673 48.74315664702509)	POLYGON ((21.25954230163798 48.74015639004626, 21.259509132564254 48.74015873990277, 21.259476471439793 48.74016322876303, 21.25944463280519 48.7401698133974, 21.259413923280395 48.7401784303931, 21.25938463861196 48.740188996764694, 21.259357060824957 48
2282	Vietnam Home Cooking	restaurant	restaurant	21.2609301	48.7213306	POINT (21.260930076822522 48.72133064699023)	POLYGON ((21.248097240510305 48.71766717969672, 21.248063984482933 48.71766557801271, 21.24803065133809 48.717666140967275, 21.24799756208794 48.717668863138826, 21.2479650353959 48.717673718311765, 21.247946105638608 48.71767786983449, 21.247900213776695
2283	TimeOut	restaurant	restaurant	21.2646419	48.719904	POINT (21.26464187683317 48.719904046989136)	POLYGON ((21.25322753575771 48.71570827147425, 21.253214714338522 48.71570188642519, 21.25321417945784 48.71570167089173, 21.25321367769485 48.715701422924184, 21.25319994161192 48.715695933662886, 21.253186236169885 48.71569041096661, 21.253185671939743 
2284	Montana Steakhouse & Bar	restaurant	restaurant	21.2569695	48.7297983	POINT (21.25696947680921 48.7297983470018)	POLYGON ((21.246078425298013 48.726094718360045, 21.24607526228697 48.72609865356278, 21.24607147508744 48.72610473927304, 21.246067326387738 48.72611072092552, 21.24606513048487 48.72611493451086, 21.246062565714602 48.72611905587767, 21.246059698365162 
2285	Allegro	restaurant	restaurant	21.2598062	48.7204925	POINT (21.25980617681966 48.72049254698872)	POLYGON ((21.248097240510305 48.71766717969672, 21.248063984482933 48.71766557801271, 21.24803065133809 48.717666140967275, 21.24799756208794 48.717668863138826, 21.2479650353959 48.717673718311765, 21.247946105638608 48.71767786983449, 21.247900213776695
2286	Koshi Sushi	restaurant	restaurant	21.2584663	48.720869	POINT (21.25846627681586 48.72086904698885)	POLYGON ((21.245349007243032 48.71706043469373, 21.24531824598204 48.71705192091902, 21.24528637174032 48.71704544328495, 21.245253691480755 48.71704106417393, 21.245220519928154 48.71703882575858, 21.24518717653855 48.717038749595936, 21.245153982422757 
2287	Naše Bistro	restaurant	restaurant	21.2467682	48.7186207	POINT (21.24676817678422 48.71862074698222)	POLYGON ((21.23553849621326 48.714583513772254, 21.23550890260763 48.71457334986447, 21.23547794604709 48.71456515440549, 21.235445924657164 48.71455900632115, 21.23541314681774 48.71455496482007, 21.235379928193364 48.714553068823626, 21.23534658869335 4
2288	Viet Bistro	restaurant	restaurant	21.2372469	48.6995434	POINT (21.23724687676332 48.699543446951004)	POLYGON ((21.229018285125335 48.697115355804414, 21.22888508547081 48.69716565561295, 21.228870880080812 48.69717132874108, 21.228743080364108 48.697225228541946, 21.22872670865894 48.697232585769775, 21.22837910925466 48.69739878517962, 21.22820450603944
2289	ASIA	restaurant	restaurant	21.2590047	48.7173232	POINT (21.25900467681834 48.717323246983675)	POLYGON ((21.248457484169002 48.71269237851436, 21.248451304699618 48.712688371199846, 21.24844541815204 48.7126841751986, 21.248439405253215 48.712680654543625, 21.24843367094541 48.712676935908625, 21.248426927699033 48.71267334871992, 21.24842044801700
2290	Malbo Caffé	restaurant	restaurant	21.2324413	48.7203507	POINT (21.23244127674421 48.7203507469808)	POLYGON ((21.226494034733875 48.7132358953862, 21.226489366011588 48.713237162541425, 21.22648457719869 48.71323821529819, 21.226473950139127 48.713241346618744, 21.22646318730034 48.71324426779785, 21.226458728742134 48.7132458316832, 21.22645411891601 4
2291	Phai Nham	restaurant	restaurant	21.2588109	48.720464	POINT (21.25881087681692 48.72046404698838)	POLYGON ((21.246707027443716 48.71650447510829, 21.2466737630158 48.716502959030585, 21.24664043419666 48.716503607774186, 21.24660736195679 48.7165064150914, 21.246574864795836 48.71651135394668, 21.246543255675384 48.71651837677664, 21.246512839005145 4
2292	Bodva PUB	restaurant	restaurant	21.2849928	48.7410525	POINT (21.284992776883396 48.74105254702646)	POLYGON ((21.275105513541263 48.740923182548606, 21.27491821416194 48.740976582333495, 21.274875139430375 48.74099135730221, 21.274696539851302 48.74106375703167, 21.274689523765996 48.7410669245062, 21.274682285061672 48.74106986469603, 21.27467575575833
2293	La Hacienda	restaurant	restaurant	21.2539398	48.7213294	POINT (21.253939776803247 48.721329446988314)	POLYGON ((21.244891561831587 48.717587479324806, 21.244890582420208 48.717592297657454, 21.244889204632205 48.717597073132325, 21.244888361312686 48.7176032246609, 21.244887116975868 48.71760934632217, 21.24488685600916 48.717614204976464, 21.244886192235
2294	Noodler	restaurant	restaurant	21.2577776	48.7219972	POINT (21.25777757681364 48.72199724699038)	POLYGON ((21.246164871265737 48.717670862724304, 21.24613529432961 48.717681050144456, 21.24610736884432 48.717693106817364, 21.24608136374585 48.71770691663194, 21.2460575294766 48.71772234659349, 21.24603609557351 48.71773924810437, 21.24601726845754 48
2295	VieTown	restaurant	restaurant	21.2322458	48.7195591	POINT (21.232245776743888 48.71955914697957)	POLYGON ((21.224969081979367 48.71293051706955, 21.22496683933957 48.71292909014031, 21.224964775896236 48.71292754934359, 21.224954826733395 48.712921446851404, 21.224945047981716 48.712915224899604, 21.224942604793966 48.712913950308874, 21.224940323074
2296	Bistro Rodinka	restaurant	restaurant	21.2531141	48.7139578	POINT (21.253114076803033 48.713957846977024)	POLYGON ((21.241676376535757 48.71045778427503, 21.241630656733317 48.710448619454226, 21.24139625769459 48.71041331960445, 21.241382435653065 48.710411705456885, 21.241368653142814 48.71040994949267, 21.241366024927864 48.71040978899881, 21.2413634257050
2297	Reggae Pizza	restaurant	restaurant	21.2235023	48.7089265	POINT (21.223502276722765 48.708926546961116)	POLYGON ((21.21591722052465 48.71026402746565, 21.21588566287375 48.710271143406864, 21.21585531108558 48.710280272159, 21.21582645746165 48.710291325808214, 21.21579937987602 48.710304197903, 21.215774339099283 48.71031876447939, 21.215751576287264 48.71
2298	Ikigai	restaurant	restaurant	21.2491013	48.7157687	POINT (21.24910127679146 48.71576874697858)	POLYGON ((21.23808103906168 48.71168579653447, 21.23808048001582 48.711686119850825, 21.238079877664614 48.711686407090234, 21.238067929003623 48.711693378552056, 21.23805593446197 48.711700315423144, 21.238055425994236 48.71170067344577, 21.2380548690863
2299	Hanoi Garden	restaurant	restaurant	21.263565	48.7014606	POINT (21.263564976835376 48.701460646961216)	POLYGON ((21.2580708436224 48.70201836191668, 21.258062367170368 48.702016128457416, 21.25805510929642 48.702014743539095, 21.25804797421744 48.7020131027047, 21.258039104185073 48.70201168950631, 21.258030337817193 48.7020100167412, 21.258022909812283 48
2300	Dirty Burger	restaurant	restaurant	21.2486673	48.7182659	POINT (21.248667276789554 48.718265946982186)	POLYGON ((21.236648250819318 48.71430235604187, 21.236615551104688 48.71430666523473, 21.23658364711001 48.71431307466531, 21.236552846084656 48.71432152260802, 21.23652344465634 48.7143319277055, 21.236495725974507 48.71434418975221, 21.236469956983605 4
2301	Chilai	restaurant	restaurant	21.2652845	48.7176056	POINT (21.265284476835586 48.71760564698584)	POLYGON ((21.253240392622892 48.71571462523686, 21.253227535757603 48.715708271474206, 21.253214714338522 48.71570188642519, 21.25321417945784 48.71570167089173, 21.25321367769485 48.715701422924184, 21.253199941611665 48.715695933662765, 21.2531862361698
2302	Euphoria	restaurant	restaurant	21.261362	48.7176305	POINT (21.261361976824748 48.71763054698482)	POLYGON ((21.24943208683964 48.71394399978148, 21.249421914777646 48.71393799622532, 21.249411906929968 48.71393187300184, 21.249409477810396 48.713930655917814, 21.24940720395073 48.71392931388372, 21.249396191647087 48.71392399902761, 21.249385325042255
2303	Reštaurácia pod Lipou	restaurant	restaurant	21.2299828	48.7236998	POINT (21.229982776736477 48.72369984698517)	POLYGON ((21.22477513742669 48.71674178753185, 21.224773988540672 48.71674075960115, 21.22477297866852 48.7167396696263, 21.22476407757174 48.71673189206229, 21.224755310599154 48.71672404807615, 21.22475401498363 48.716723099611386, 21.224752848522257 48
2304		restaurant	restaurant	21.2564496	48.6874882	POINT (21.25644957681967 48.68748824693827)	POLYGON ((21.248967239179912 48.68825987927667, 21.24895246610009 48.68826297114557, 21.248572867505942 48.68834877078948, 21.24855284858573 48.68835376705425, 21.24821414973507 48.68844646667858, 21.24820330090104 48.68844958344268, 21.247865201982012 48
2305	Bakoš Bistro	restaurant	restaurant	21.2622801	48.7057231	POINT (21.262280076830635 48.705723146967216)	POLYGON ((21.252685933788914 48.70120665893724, 21.25268247614828 48.70120704324045, 21.25267898392154 48.701207249087986, 21.252666046242453 48.7012088693586, 21.252653060822905 48.70121031263418, 21.252649676738468 48.70121091941705, 21.252646231808956 
2306	BistroH75	restaurant	restaurant	21.2571411	48.7229882	POINT (21.25714107681161 48.722988246991655)	POLYGON ((21.24516117203129 48.71864766857684, 21.245128607642727 48.71865241371029, 21.245096902953737 48.71865924802118, 21.245066363294363 48.71866810569221, 21.24503728277535 48.71867890142019, 21.245009941455745 48.718691531237546, 21.244984602645978
2307	Koshi Sushi	restaurant	restaurant	21.2552722	48.7204738	POINT (21.255272176807157 48.72047384698737)	POLYGON ((21.244663527789953 48.71769425968451, 21.24492044540776 48.717770574720205, 21.245053561647524 48.717822198549506, 21.245080449668308 48.717832676982674, 21.245085254617646 48.71783451469449, 21.245482555660217 48.71798361526238, 21.245518068869
2308	Peppe's	restaurant	restaurant	21.2540695	48.7216202	POINT (21.254069476803522 48.72162024698877)	POLYGON ((21.243661242591028 48.71710880362597, 21.243638108994922 48.71712469348602, 21.243617440486954 48.71714200725453, 21.243599436117172 48.717160578191844, 21.243584269279257 48.71718022745094, 21.243572086040647 48.717200765799824, 21.243563003735
2309	piroHi!	restaurant	restaurant	21.2549757	48.7220212	POINT (21.254975676805902 48.722021246989634)	POLYGON ((21.244896730219107 48.71768465655303, 21.244899508701298 48.71769055337279, 21.244901899418966 48.71769652414604, 21.244904468220096 48.71770107903987, 21.244906655152537 48.71770572040053, 21.244910293742937 48.71771140861713, 21.24491355739061
2310	Hlavna100	restaurant	restaurant	21.2553448	48.7247599	POINT (21.255344776806155 48.72475994699377)	POLYGON ((21.245773668385002 48.71939757514228, 21.245763532740018 48.71939794915754, 21.24575707916412 48.7193986115184, 21.245750577329265 48.71939901770595, 21.24574061307318 48.719400301509, 21.245730581636902 48.71940133108022, 21.2457242572532 48.71
