ExternalId;Geometry;X;Y;Street;OrientationNumber;Address;Type;District;DistrictTwo;LegalArea;HousingCount
11711;POINT (21.2572813 48.6804088);21.2572813;48.6804088;Kostrova;41;Kostrova 41;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11713;POINT (21.2578284 48.6807292);21.2578284;48.6807292;Kostrova;36;Kostrova 36;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11714;POINT (21.2586718 48.6808654);21.2586718;48.6808654;Poničanova;33;Poničanova 33;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11791;POINT (21.2570674 48.6839642);21.2570674;48.6839642;Svetlá;20;Svetlá 20;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11801;POINT (21.2655778 48.6758554);21.2655778;48.6758554;Abovská;17;Abovská 17;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11912;POINT (21.2549427 48.6840943);21.2549427;48.6840943;Svetlá;40;Svetlá 40;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11886;POINT (21.2570291 48.683304);21.2570291;48.683304;Horovova;6;Horovova 6;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11864;POINT (21.2664575 48.6745373);21.2664575;48.6745373;Hečkova;19;Hečkova 19;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11869;POINT (21.2694976 48.6776859);21.2694976;48.6776859;Osloboditeľov;16;Osloboditeľov 16;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11871;POINT (21.2685226 48.6727626);21.2685226;48.6727626;Pri pošte;17;Pri pošte 17;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11873;POINT (21.2625098 48.6828707);21.2625098;48.6828707;Borodáčova;42;Borodáčova 42;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11876;POINT (21.2734228 48.6787397);21.2734228;48.6787397;Zinková;4;Zinková 4;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11879;POINT (21.2622396 48.6764384);21.2622396;48.6764384;Za školou;4;Za školou 4;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11880;POINT (21.2611187 48.6753273);21.2611187;48.6753273;Fándlyho;14;Fándlyho 14;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11883;POINT (21.2611968 48.6751516);21.2611968;48.6751516;Fándlyho;16;Fándlyho 16;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11885;POINT (21.2563445 48.6820805);21.2563445;48.6820805;Horovova;19;Horovova 19;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11889;POINT (21.2626004 48.6827308);21.2626004;48.6827308;Borodáčova;40;Borodáčova 40;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11804;POINT (21.2641415 48.6740306);21.2641415;48.6740306;Tešedíkova;16;Tešedíkova 16;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11891;POINT (21.2422435 48.6860076);21.2422435;48.6860076;Svetlá Pusta;1A;Svetlá Pusta 1A;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11894;POINT (21.2736579 48.6783327);21.2736579;48.6783327;Medená;19;Medená 19;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11900;POINT (21.271221 48.6789086);21.271221;48.6789086;Strieborná;7;Strieborná 7;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11902;POINT (21.2691425 48.6740368);21.2691425;48.6740368;Zborovjanova;12;Zborovjanova 12;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11905;POINT (21.2605812 48.6740556);21.2605812;48.6740556;Fándlyho;31;Fándlyho 31;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11906;POINT (21.2566596 48.6793306);21.2566596;48.6793306;Timravy;18;Timravy 18;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11908;POINT (21.2591712 48.6796416);21.2591712;48.6796416;Poničanova;64;Poničanova 64;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11909;POINT (21.2622592 48.6808014);21.2622592;48.6808014;Abovská;69;Abovská 69;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11911;POINT (21.2610018 48.6771728);21.2610018;48.6771728;Čkalovova;21;Čkalovova 21;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11859;POINT (21.2562824 48.6840235);21.2562824;48.6840235;Svetlá;28;Svetlá 28;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11856;POINT (21.2564702 48.6840054);21.2564702;48.6840054;Svetlá;26;Svetlá 26;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11854;POINT (21.2566772 48.6839972);21.2566772;48.6839972;Svetlá;24;Svetlá 24;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11847;POINT (21.262552 48.6806064);21.262552;48.6806064;Abovská;65;Abovská 65;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11806;POINT (21.2575168 48.6821674);21.2575168;48.6821674;Kostrova;17;Kostrova 17;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11808;POINT (21.2600135 48.6834183);21.2600135;48.6834183;Teplého;7;Teplého 7;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11811;POINT (21.2625736 48.6802368);21.2625736;48.6802368;Abovská;61;Abovská 61;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11813;POINT (21.2656171 48.6798611);21.2656171;48.6798611;Borodáčova;4;Borodáčova 4;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11814;POINT (21.265578 48.679957);21.265578;48.679957;Borodáčova;5;Borodáčova 5;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11817;POINT (21.2633878 48.6821416);21.2633878;48.6821416;Borodáčova;35;Borodáčova 35;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11818;POINT (21.2686195 48.6748387);21.2686195;48.6748387;Hečkova;7;Hečkova 7;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11821;POINT (21.2723522 48.679323);21.2723522;48.679323;Mosadzná;10;Mosadzná 10;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11822;POINT (21.2714596 48.6793362);21.2714596;48.6793362;Strieborná;16;Strieborná 16;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11825;POINT (21.2567153 48.6821017);21.2567153;48.6821017;Horovova;20;Horovova 20;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11827;POINT (21.2574852 48.6818211);21.2574852;48.6818211;Kostrova;21;Kostrova 21;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11829;POINT (21.25773 48.6802519);21.25773;48.6802519;Kostrova;42;Kostrova 42;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11831;POINT (21.2577302 48.6804443);21.2577302;48.6804443;Kostrova;40;Kostrova 40;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11833;POINT (21.2604589 48.679384);21.2604589;48.679384;Matičná;31;Matičná 31;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11836;POINT (21.2625002 48.680736);21.2625002;48.680736;Abovská;67;Abovská 67;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11840;POINT (21.2655897 48.6747313);21.2655897;48.6747313;Abovská;3;Abovská 3;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11841;POINT (21.2557092 48.6795549);21.2557092;48.6795549;Horovova;57;Horovova 57;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11843;POINT (21.2564388 48.6824049);21.2564388;48.6824049;Horovova;15;Horovova 15;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11846;POINT (21.2561578 48.6800808);21.2561578;48.6800808;Horovova;44;Horovova 44;Rodinný dom;Košice-Barca;Barca;Barca;1.0
11063;POINT (21.168128 48.6379005);21.168128;48.6379005;Smreková;1;Smreková 1;Rodinný dom;Košice-Šaca;Šaca;Šaca;1.0
11060;POINT (21.2927499 48.733113);21.2927499;48.733113;Furčianska;1007;Furčianska 1007;Rodinný dom;Košice-Košická Nová Ves;Košická Nová Ves;Košická Nová Ves;1.0
15954;POINT (21.2392424 48.716194);21.2392424;48.716194;Považská;A;Považská A;Bytový dom;Košice-Západ;Západ;Terasa;108.0
10106;POINT (21.2582593 48.6863808);21.2582593;48.6863808;Ľanová;7;Ľanová 7;Rodinný dom;Košice-Barca;Barca;Barca;1.0
10077;POINT (21.2302285 48.7251469);21.2302285;48.7251469;Račí potok;45;Račí potok 45;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10079;POINT (21.2302451 48.7314126);21.2302451;48.7314126;Trenčianska;1;Trenčianska 1;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10083;POINT (21.2511842 48.7387577);21.2511842;48.7387577;Národná trieda;41;Národná trieda 41;Bytový dom;Košice-Sever;Sever;Severné Mesto;16.0
10090;POINT (21.2335456 48.7263604);21.2335456;48.7263604;Magdalénska;4;Magdalénska 4;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10094;POINT (21.2285788 48.7328848);21.2285788;48.7328848;Zvolenská;2;Zvolenská 2;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10098;POINT (21.2287259 48.7324664);21.2287259;48.7324664;Zvolenská;1;Zvolenská 1;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10099;POINT (21.2353894 48.7321943);21.2353894;48.7321943;Sládkovičova;64;Sládkovičova 64;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10103;POINT (21.2606547 48.6742199);21.2606547;48.6742199;Fándlyho;29;Fándlyho 29;Rodinný dom;Košice-Barca;Barca;Barca;1.0
10104;POINT (21.2582703 48.6869813);21.2582703;48.6869813;Ľanová;15;Ľanová 15;Rodinný dom;Košice-Barca;Barca;Barca;1.0
10113;POINT (21.2396925 48.7413145);21.2396925;48.7413145;Urbánkova;58;Urbánkova 58;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10070;POINT (21.2360036 48.740297);21.2360036;48.740297;Žľaby;7;Žľaby 7;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10117;POINT (21.2483717 48.7415453);21.2483717;48.7415453;Národná trieda;79;Národná trieda 79;Bytový dom;Košice-Sever;Sever;Severné Mesto;14.0
10122;POINT (21.239687 48.7388898);21.239687;48.7388898;Záhradná;6;Záhradná 6;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10124;POINT (21.2422102 48.7377172);21.2422102;48.7377172;Pod kaštieľom;6;Pod kaštieľom 6;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10128;POINT (21.2439065 48.7360713);21.2439065;48.7360713;Watsonova;9;Watsonova 9;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10139;POINT (21.2318331 48.7315483);21.2318331;48.7315483;Liptovská;11;Liptovská 11;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10144;POINT (21.2496255 48.7361271);21.2496255;48.7361271;Obrancov mieru;3;Obrancov mieru 3;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10149;POINT (21.2307642 48.7253289);21.2307642;48.7253289;Račí potok;41A;Račí potok 41A;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10162;POINT (21.2415218 48.7507185);21.2415218;48.7507185;Vihorlatská;70;Vihorlatská 70;Bytový dom;Košice-Sever;Sever;Severné Mesto;2.0
10164;POINT (21.2469537 48.7521957);21.2469537;48.7521957;Chrastie;17A;Chrastie 17A;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10072;POINT (21.2396168 48.7390658);21.2396168;48.7390658;Záhradná;8;Záhradná 8;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10058;POINT (21.250098 48.7343056);21.250098;48.7343056;Tomášikova;15;Tomášikova 15;Bytový dom;Košice-Sever;Sever;Severné Mesto;9.0
10359;POINT (21.257691 48.6874352);21.257691;48.6874352;Turnianska;4;Turnianska 4;Rodinný dom;Košice-Barca;Barca;Barca;1.0
10017;POINT (21.2472819 48.7532789);21.2472819;48.7532789;Chrastie;4;Chrastie 4;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
9996;POINT (21.2528543 48.7376736);21.2528543;48.7376736;Národná trieda;48;Národná trieda 48;Bytový dom;Košice-Sever;Sever;Severné Mesto;14.0
9998;POINT (21.2492034 48.7407403);21.2492034;48.7407403;Národná trieda;67;Národná trieda 67;Bytový dom;Košice-Sever;Sever;Severné Mesto;13.0
9999;POINT (21.2475367 48.7357505);21.2475367;48.7357505;Komenského;63;Komenského 63;Bytový dom;Košice-Sever;Sever;Severné Mesto;15.0
10002;POINT (21.2473181 48.7360455);21.2473181;48.7360455;Komenského;67;Komenského 67;Bytový dom;Košice-Sever;Sever;Severné Mesto;15.0
10005;POINT (21.2491033 48.7369673);21.2491033;48.7369673;Park duklianskych obetí;6;Park duklianskych obetí 6;Bytový dom;Košice-Sever;Sever;Severné Mesto;11.0
10006;POINT (21.251835 48.731562);21.251835;48.731562;Czambelova;6;Czambelova 6;Bytový dom;Košice-Sever;Sever;Severné Mesto;13.0
10011;POINT (21.2334895 48.7281431);21.2334895;48.7281431;Na Kalvárii;23;Na Kalvárii 23;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10014;POINT (21.2551442 48.7368389);21.2551442;48.7368389;Strakova;2;Strakova 2;Bytový dom;Košice-Sever;Sever;Severné Mesto;20.0
10016;POINT (21.2478667 48.7533329);21.2478667;48.7533329;Kostolianska cesta;123;Kostolianska cesta 123;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10020;POINT (21.2400164 48.7491883);21.2400164;48.7491883;Mengusovská;2;Mengusovská 2;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10045;POINT (21.2324113 48.7315868);21.2324113;48.7315868;Palmová;10;Palmová 10;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10022;POINT (21.268661 48.6740062);21.268661;48.6740062;Zborovjanova;11;Zborovjanova 11;Rodinný dom;Košice-Barca;Barca;Barca;1.0
10024;POINT (21.2472191 48.7361953);21.2472191;48.7361953;Komenského;69;Komenského 69;Bytový dom;Košice-Sever;Sever;Severné Mesto;10.0
10028;POINT (21.2342829 48.7291398);21.2342829;48.7291398;Detvianska;6;Detvianska 6;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10030;POINT (21.2424009 48.7377645);21.2424009;48.7377645;Pod kaštieľom;4;Pod kaštieľom 4;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10036;POINT (21.2508165 48.734561);21.2508165;48.734561;Tomášikova;23;Tomášikova 23;Bytový dom;Košice-Sever;Sever;Severné Mesto;8.0
10038;POINT (21.252301 48.7384616);21.252301;48.7384616;Hlinkova;32;Hlinkova 32;Bytový dom;Košice-Sever;Sever;Severné Mesto;16.0
10039;POINT (21.2525126 48.7385509);21.2525126;48.7385509;Hlinkova;34;Hlinkova 34;Bytový dom;Košice-Sever;Sever;Severné Mesto;16.0
10040;POINT (21.2688042 48.6729481);21.2688042;48.6729481;Pri pošte;20;Pri pošte 20;Rodinný dom;Košice-Barca;Barca;Barca;1.0
10043;POINT (21.2639041 48.6748066);21.2639041;48.6748066;Tešedíkova;8;Tešedíkova 8;Rodinný dom;Košice-Barca;Barca;Barca;1.0
10166;POINT (21.247981 48.7460323);21.247981;48.7460323;Cesta pod Hradovou;16;Cesta pod Hradovou 16;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10174;POINT (21.2411286 48.7523409);21.2411286;48.7523409;Vihorlatská;86;Vihorlatská 86;Bytový dom;Košice-Sever;Sever;Severné Mesto;2.0
10176;POINT (21.2422702 48.7522447);21.2422702;48.7522447;Zoborská;21;Zoborská 21;Bytový dom;Košice-Sever;Sever;Severné Mesto;2.0
10288;POINT (21.2541337 48.7342166);21.2541337;48.7342166;Národná trieda;28;Národná trieda 28;Bytový dom;Košice-Sever;Sever;Severné Mesto;7.0
10253;POINT (21.2384942 48.737433);21.2384942;48.737433;Mánesova;11;Mánesova 11;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10257;POINT (21.2384922 48.7362511);21.2384922;48.7362511;Mánesova;21;Mánesova 21;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10262;POINT (21.2628345 48.6833979);21.2628345;48.6833979;Barčianska;50;Barčianska 50;Rodinný dom;Košice-Barca;Barca;Barca;1.0
10268;POINT (21.2478953 48.7369732);21.2478953;48.7369732;Hlinkova;10;Hlinkova 10;Bytový dom;Košice-Sever;Sever;Severné Mesto;15.0
10272;POINT (21.2397376 48.7491791);21.2397376;48.7491791;Mengusovská;1;Mengusovská 1;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10274;POINT (21.2563862 48.6837249);21.2563862;48.6837249;Svetlá;5;Svetlá 5;Rodinný dom;Košice-Barca;Barca;Barca;1.0
10275;POINT (21.2333907 48.7260855);21.2333907;48.7260855;Račí potok;25;Račí potok 25;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10286;POINT (21.2352661 48.7312373);21.2352661;48.7312373;Rozálska;9;Rozálska 9;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10287;POINT (21.2389217 48.737758);21.2389217;48.737758;Mánesova;5;Mánesova 5;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10289;POINT (21.2523544 48.7393995);21.2523544;48.7393995;Hlinkova;7;Hlinkova 7;Bytový dom;Košice-Sever;Sever;Severné Mesto;18.0
10178;POINT (21.2421298 48.7487625);21.2421298;48.7487625;Slavkovská;16;Slavkovská 16;Bytový dom;Košice-Sever;Sever;Severné Mesto;5.0
10290;POINT (21.2525013 48.7392528);21.2525013;48.7392528;Hlinkova;5;Hlinkova 5;Bytový dom;Košice-Sever;Sever;Severné Mesto;18.0
10294;POINT (21.2361984 48.728664);21.2361984;48.728664;Stará spišská cesta;18B;Stará spišská cesta 18B;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10301;POINT (21.2547165 48.7424286);21.2547165;48.7424286;Pod šiancom;1H;Pod šiancom 1H;Bytový dom;Košice-Sever;Sever;Severné Mesto;28.0
10303;POINT (21.254109 48.7423145);21.254109;48.7423145;Pod šiancom;1J;Pod šiancom 1J;Bytový dom;Košice-Sever;Sever;Severné Mesto;28.0
10316;POINT (21.2407871 48.7377423);21.2407871;48.7377423;Jedľová;2;Jedľová 2;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10324;POINT (21.2569414 48.7344911);21.2569414;48.7344911;Ťahanovské riadky;19;Ťahanovské riadky 19;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10328;POINT (21.2367702 48.726362);21.2367702;48.726362;Vencová;2C;Vencová 2C;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10334;POINT (21.2398553 48.7508624);21.2398553;48.7508624;Huncovská;8;Huncovská 8;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10355;POINT (21.2840245 48.7291281);21.2840245;48.7291281;Slivník;11;Slivník 11;Rodinný dom;Košice-Dargovských hrdinov;Dargovských hrdinov;Furča;1.0
10238;POINT (21.2536324 48.7326147);21.2536324;48.7326147;Národná trieda;3;Národná trieda 3;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10236;POINT (21.2400785 48.7314287);21.2400785;48.7314287;Hroncova;6;Hroncova 6;Bytový dom;Košice-Sever;Sever;Severné Mesto;58.0
10235;POINT (21.2380035 48.7406267);21.2380035;48.7406267;Vnútorný Červený breh;2;Vnútorný Červený breh 2;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10234;POINT (21.2373335 48.7390985);21.2373335;48.7390985;Žľaby;1;Žľaby 1;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10179;POINT (21.2417758 48.748153);21.2417758;48.748153;Slavkovská;12;Slavkovská 12;Bytový dom;Košice-Sever;Sever;Severné Mesto;4.0
10181;POINT (21.2393413 48.7401532);21.2393413;48.7401532;Záhradná;22;Záhradná 22;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10185;POINT (21.2400357 48.7480655);21.2400357;48.7480655;Vihorlatská;18;Vihorlatská 18;Bytový dom;Košice-Sever;Sever;Severné Mesto;1.0
10186;POINT (21.2399672 48.7479728);21.2399672;48.7479728;Vihorlatská;16;Vihorlatská 16;Bytový dom;Košice-Sever;Sever;Severné Mesto;1.0
10191;POINT (21.2401525 48.7482171);21.2401525;48.7482171;Vihorlatská;22;Vihorlatská 22;Bytový dom;Košice-Sever;Sever;Severné Mesto;1.0
10192;POINT (21.2400847 48.7481281);21.2400847;48.7481281;Vihorlatská;20;Vihorlatská 20;Bytový dom;Košice-Sever;Sever;Severné Mesto;1.0
10196;POINT (21.2590554 48.6854103);21.2590554;48.6854103;Hraničná;25;Hraničná 25;Rodinný dom;Košice-Barca;Barca;Barca;1.0
10199;POINT (21.2340322 48.7261552);21.2340322;48.7261552;Račí potok;21;Račí potok 21;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10203;POINT (21.2500618 48.7369188);21.2500618;48.7369188;Park obrancov mieru;3;Park obrancov mieru 3;Bytový dom;Košice-Sever;Sever;Severné Mesto;13.0
10204;POINT (21.2499545 48.7370597);21.2499545;48.7370597;Park obrancov mieru;5;Park obrancov mieru 5;Bytový dom;Košice-Sever;Sever;Severné Mesto;13.0
10205;POINT (21.2498451 48.7372094);21.2498451;48.7372094;Park obrancov mieru;7;Park obrancov mieru 7;Bytový dom;Košice-Sever;Sever;Severné Mesto;13.0
10206;POINT (21.252812 48.7322642);21.252812;48.7322642;Tolstého;1;Tolstého 1;Bytový dom;Košice-Sever;Sever;Severné Mesto;12.0
10212;POINT (21.2402522 48.7484171);21.2402522;48.7484171;Vihorlatská;26;Vihorlatská 26;Bytový dom;Košice-Sever;Sever;Severné Mesto;2.0
10213;POINT (21.2471184 48.7524147);21.2471184;48.7524147;Chrastie;15;Chrastie 15;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10219;POINT (21.2318212 48.7331874);21.2318212;48.7331874;Palmová;13;Palmová 13;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10221;POINT (21.2387804 48.7376541);21.2387804;48.7376541;Mánesova;7;Mánesova 7;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10222;POINT (21.2386208 48.7375402);21.2386208;48.7375402;Mánesova;9;Mánesova 9;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10223;POINT (21.2384992 48.7367974);21.2384992;48.7367974;Mánesova;15;Mánesova 15;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
10225;POINT (21.2384887 48.7364254);21.2384887;48.7364254;Mánesova;19;Mánesova 19;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
9986;POINT (21.2470139 48.7431517);21.2470139;48.7431517;Májová;9;Májová 9;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
9977;POINT (21.2335455 48.7271611);21.2335455;48.7271611;Magdalénska;17;Magdalénska 17;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
9975;POINT (21.2353855 48.746768);21.2353855;48.746768;Čermeľská cesta;102;Čermeľská cesta 102;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
9774;POINT (21.2549083 48.7345217);21.2549083;48.7345217;Cimborkova;30;Cimborkova 30;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
9756;POINT (21.2353042 48.7320423);21.2353042;48.7320423;Sládkovičova;62;Sládkovičova 62;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
9757;POINT (21.2354595 48.7324923);21.2354595;48.7324923;Sládkovičova;68;Sládkovičova 68;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
9760;POINT (21.2367806 48.7316935);21.2367806;48.7316935;Sládkovičova;36;Sládkovičova 36;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
9762;POINT (21.2371683 48.7417538);21.2371683;48.7417538;Vnútorný Červený breh;8;Vnútorný Červený breh 8;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
9765;POINT (21.299167 48.7313505);21.299167;48.7313505;Sv. Ladislava;49;Sv. Ladislava 49;Rodinný dom;Košice-Košická Nová Ves;Košická Nová Ves;Košická Nová Ves;1.0
9768;POINT (21.2358052 48.7323881);21.2358052;48.7323881;Sládkovičova;72;Sládkovičova 72;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
9769;POINT (21.2363941 48.7318265);21.2363941;48.7318265;Sládkovičova;40;Sládkovičova 40;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
9772;POINT (21.2364816 48.7418541);21.2364816;48.7418541;Malinová;24;Malinová 24;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
9773;POINT (21.2375339 48.7410679);21.2375339;48.7410679;Vnútorný Červený breh;5;Vnútorný Červený breh 5;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
9776;POINT (21.2536532 48.7344293);21.2536532;48.7344293;Národná trieda;23;Národná trieda 23;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
9814;POINT (21.2556562 48.7333839);21.2556562;48.7333839;Alešovo nábrežie;16;Alešovo nábrežie 16;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
9786;POINT (21.2303383 48.7255755);21.2303383;48.7255755;Vencová;54;Vencová 54;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
9792;POINT (21.234975 48.7288024);21.234975;48.7288024;Terchovská;18;Terchovská 18;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
9793;POINT (21.2369752 48.7419542);21.2369752;48.7419542;Vnútorný Červený breh;9;Vnútorný Červený breh 9;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
9794;POINT (21.236305 48.7415223);21.236305;48.7415223;Malinová;29;Malinová 29;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
9795;POINT (21.2372068 48.7416045);21.2372068;48.7416045;Vnútorný Červený breh;7;Vnútorný Červený breh 7;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
9796;POINT (21.2610344 48.733521);21.2610344;48.733521;Slovenská;9;Slovenská 9;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
9799;POINT (21.2410569 48.7463915);21.2410569;48.7463915;Končistá;10;Končistá 10;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
9804;POINT (21.2598959 48.7337387);21.2598959;48.7337387;Česká;15;Česká 15;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
9811;POINT (21.2553448 48.7327204);21.2553448;48.7327204;Alešovo nábrežie;6;Alešovo nábrežie 6;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
9755;POINT (21.2363432 48.7316572);21.2363432;48.7316572;Sládkovičova;46;Sládkovičova 46;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
9744;POINT (21.2472979 48.7469917);21.2472979;48.7469917;Cesta pod Hradovou;24A;Cesta pod Hradovou 24A;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
9739;POINT (21.2426966 48.7391649);21.2426966;48.7391649;Potočná;18;Potočná 18;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
9738;POINT (21.2397447 48.7355372);21.2397447;48.7355372;Hurbanova;12;Hurbanova 12;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
9694;POINT (21.2360467 48.7307796);21.2360467;48.7307796;Fakľová;22;Fakľová 22;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
9699;POINT (21.2355533 48.7302706);21.2355533;48.7302706;Olivová;11;Olivová 11;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
9702;POINT (21.2352565 48.7295588);21.2352565;48.7295588;Olivová;2;Olivová 2;Rodinný dom;Košice-Sever;Sever;Severné Mesto;1.0
